Feature	Importance
mfcc0	0.09718758718529787
mfcc1	0.015322022992029852
mfcc2	0.0037871985899431485
mfcc3	0.008287590927768443
mfcc4	0.006694124000414338
mfcc5	0.004801475892517993
mfcc6	0.04218616753518814
mfcc7	0.0931334918635694
mfcc8	0.016002999239885057
mfcc9	0.059670637422394424
mfcc10	0.04373907619158417
mfcc11	0.048588254653021926
mfcc12	0.050274092799352965
mfcc13	0.04774375380034157
mfcc14	0.025816039437551605
mfcc15	0.09685509119596175
mfcc16	0.08871089956764888
mfcc17	0.05793837936229908
mfcc18	0.018830480000785008
mfcc19	0.016952002557547398
mfcc20	0.08732573593850025
mfcc21	0.04154651249472793
mfcc22	0.001998391994190215
mfcc23	0.02253742859728297
mfcc'0	0.005910305783746503
mfcc'1	0.01177772093965344
mfcc'2	0.010058031165209456
mfcc'3	0.003498000011499477
mfcc'4	0.0012966016361957004
mfcc'5	0.011701489636068665
mfcc'6	2.9026007639994245e-05
mfcc'7	0.02096197106308229
mfcc'8	0.01002989157031068
mfcc'9	0.0048343777754215125
mfcc'10	0.010162322070003654
mfcc'11	0.00818319301796353
mfcc'12	0.003629400614536824
mfcc'13	0.010457744605866764
mfcc'14	0.01144750332496776
mfcc'15	0.003311525905341054
mfcc'16	0.001937370105836115
mfcc'17	0.005528748788882321
mfcc'18	0.0020948621590971984
mfcc'19	0.00379809433581476
mfcc'20	0.02494337427095825
mfcc'21	0.0081409787559238
mfcc'22	0.020859465014497043
mfcc'23	0.00931639029457367
mfcc''0	0.006908144270899463
mfcc''1	0.001175331510961991
mfcc''2	0.014600156236310436
mfcc''3	0.008700135494309393
mfcc''4	0.005268353426218864
mfcc''5	0.006698907723154469
mfcc''6	0.01234203759144724
mfcc''7	0.003662592065682824
mfcc''8	0.0024369516993540796
mfcc''9	0.005959908443422399
mfcc''10	0.005393240089057061
mfcc''11	0.030387155060230486
mfcc''12	0.006900367096571397
mfcc''13	0.014173720998336737
mfcc''14	0.0025136796772632884
mfcc''15	0.010495474468937675
mfcc''16	0.014604691174748219
mfcc''17	0.01387442583374176
mfcc''18	0.002108419666959317
mfcc''19	0.02036597389831315
mfcc''20	0.002944632146754604
mfcc''21	5.695859059174149e-05
mfcc''22	0.0022489168013319375
mfcc''23	0.006117584405859477
ZCR	0.01196320785798445
Spectral contrats	0.04791312516386306
