Feature	Importance
mfcc0	0.014395017124878211
mfcc1	0.03943271228911442
mfcc2	0.0676127692679318
mfcc3	0.034051058169339635
mfcc4	0.058958054108372425
mfcc5	0.02787091451418079
mfcc6	0.0671146125573915
mfcc7	0.0678966209539701
mfcc8	0.057817734987753576
mfcc9	0.051771204347729846
mfcc10	0.0501059319192102
mfcc11	0.01776310762940273
mfcc12	0.06031866065924346
mfcc13	0.0034989648991078145
mfcc14	0.04002623178280347
mfcc15	0.01886035751678962
mfcc16	0.01621922409315108
mfcc17	0.02845008282892121
mfcc18	0.008560933231724875
mfcc19	0.02116623771549967
mfcc20	0.0429448715195348
mfcc21	0.05592575200899608
mfcc22	0.01648934856546139
mfcc23	0.04551191397726554
mfcc'0	0.0006747281484367103
mfcc'1	0.006659026338480463
mfcc'2	0.014943841715002225
mfcc'3	0.0006453062422368304
mfcc'4	0.003471946078458292
mfcc'5	0.002461353494286951
mfcc'6	0.007595758859244513
mfcc'7	0.005167511903300559
mfcc'8	0.006095926773540719
mfcc'9	0.0004330494220144941
mfcc'10	0.0020550418827363637
mfcc'11	0.003403128407582171
mfcc'12	0.0012196997467892948
mfcc'13	0.008730326643471176
mfcc'14	0.008301898815625056
mfcc'15	0.008511310931455216
mfcc'16	0.0039262992512711665
mfcc'17	0.012514418732868885
mfcc'18	0.001526713258628104
mfcc'19	0.0016287736700364881
mfcc'20	0.0008803353637631727
mfcc'21	0.002582442581088768
mfcc'22	0.009106344928001532
mfcc'23	0.007814036733779062
mfcc''0	0.010501342028927274
mfcc''1	0.01114154331421851
mfcc''2	0.02238746129941163
mfcc''3	0.0007335219529027315
mfcc''4	0.001302116202480292
mfcc''5	0.013071619242218536
mfcc''6	0.006471941583893619
mfcc''7	0.0031658472211495044
mfcc''8	4.4063547792511874e-05
mfcc''9	0.011926897941949725
mfcc''10	0.0014259922695546243
mfcc''11	0.002896593877774501
mfcc''12	0.005465286000141192
mfcc''13	0.0007826785041097134
mfcc''14	0.009700071739754176
mfcc''15	0.008583114402552793
mfcc''16	0.0022530052585978365
mfcc''17	0.00729049007985127
mfcc''18	0.004118229285565659
mfcc''19	0.011618283677325762
mfcc''20	0.0033719208060326673
mfcc''21	0.010277897220143398
mfcc''22	0.006335422448422516
mfcc''23	0.004099732623089853
ZCR	0.002230952736059123
Spectral contrats	0.1290032064504099
