Feature	Importance
moyenne gris	11.58502310183011
variance gris	0.3199133427781997
moyenne bleu	1.547121262500494
variance bleu	0.09337715908106525
moyenne vert	3.4964294253631314
variance vert	0.11099942676448893
moyenne rouge	2.313317769137102
variance rouge	0.01411792192343575
moyenne saturation	3.496429425363397
variance saturation	0.1109994267646281
moyenne luminosité	2.3133177691371136
variance luminosité	0.014117921923260224
moyenne teinte	0.04933431002566768
variance teinte	0.025121277140409848
Dynamisme	0.05657646835234165
Histogramme bleu 0	0.11293866943366232
Histogramme bleu 1	0.15727145595048708
Histogramme bleu 2	0.154982244626655
Histogramme bleu 3	0.16349691020214493
Histogramme bleu 4	0.7599087178828098
Histogramme bleu 5	0.23103299711318095
Histogramme bleu 6	0.10078958289694437
Histogramme bleu 7	0.2632922565264012
Histogramme bleu 8	0.2544119017281541
Histogramme bleu 9	0.16432914427054862
Histogramme bleu 10	0.027086129530733194
Histogramme bleu 11	0.01957738213093249
Histogramme bleu 12	0.103887096139846
Histogramme bleu 13	0.03926736727011143
Histogramme bleu 14	0.13453944734148449
Histogramme bleu 15	1.1786054019465175
Histogramme teinte 0	0.3275574048309377
Histogramme teinte 1	0.24560720097238878
Histogramme teinte 2	0.002447671102488558
Histogramme teinte 3	0.00523861979513518
Histogramme teinte 4	0.0006014404595040546
Histogramme teinte 5	0.0944879459910678
Histogramme teinte 6	0.14804311811595333
Histogramme teinte 7	0.1372039219493941
Histogramme teinte 8	0.015464028590055634
Histogramme teinte 9	0.018099840056227445
Histogramme teinte 10	0.005623921574471891
Histogramme teinte 11	0.011907297383678059
Histogramme teinte 12	1.9567680809018384e-15
Histogramme teinte 13	8.465450562766819e-16
Histogramme teinte 14	5.773159728050814e-15
Histogramme teinte 15	2.942091015256665e-15
Histogramme vert 0	0.40248517417700524
Histogramme vert 1	0.5685485207996941
Histogramme vert 2	0.9837735816348577
Histogramme vert 3	1.0187296116199995
Histogramme vert 4	0.23754665637763775
Histogramme vert 5	0.11089318436507423
Histogramme vert 6	0.6999638726576888
Histogramme vert 7	0.06338162455012186
Histogramme vert 8	0.42230104379689126
Histogramme vert 9	0.1477129264709794
Histogramme vert 10	0.001629725504078361
Histogramme vert 11	0.06246738051796519
Histogramme vert 12	0.030057932331248427
Histogramme vert 13	0.14916677947497714
Histogramme vert 14	0.03104816513029668
Histogramme vert 15	0.17596949267862044
Histogramme saturation 0	0.14570888343068794
Histogramme saturation 1	0.2538412542418583
Histogramme saturation 2	0.0629443273484181
Histogramme saturation 3	0.04325028546014836
Histogramme saturation 4	0.07544734073074577
Histogramme saturation 5	0.5338343932175604
Histogramme saturation 6	0.1401176514712357
Histogramme saturation 7	0.08707569740592674
Histogramme saturation 8	0.06022763487669641
Histogramme saturation 9	0.03743768847182699
Histogramme saturation 10	0.007034105399708196
Histogramme saturation 11	0.08140216305225889
Histogramme saturation 12	0.01479112749442893
Histogramme saturation 13	0.045294161790269766
Histogramme saturation 14	0.02036713083714657
Histogramme saturation 15	0.005362844794904786
Histogramme rouge 0	0.10133031190320918
Histogramme rouge 1	0.3013161700002481
Histogramme rouge 2	0.40080199741230044
Histogramme rouge 3	0.18722040020512182
Histogramme rouge 4	0.05055190035399347
Histogramme rouge 5	0.05452211408999952
Histogramme rouge 6	0.015226532922138936
Histogramme rouge 7	0.12469364944171236
Histogramme rouge 8	0.0356093875261235
Histogramme rouge 9	0.05460243122733216
Histogramme rouge 10	0.03813770622454671
Histogramme rouge 11	0.08687609785148664
Histogramme rouge 12	0.11912165936547464
Histogramme rouge 13	0.060246580325011956
Histogramme rouge 14	0.1000610675628168
Histogramme rouge 15	0.0007565020942447709
Histogramme luminosité 0	0.05856131300996939
Histogramme luminosité 1	0.6539292572525283
Histogramme luminosité 2	0.29143145583967767
Histogramme luminosité 3	0.4821003757470008
Histogramme luminosité 4	0.5621211229916597
Histogramme luminosité 5	0.3153499583570848
Histogramme luminosité 6	0.03868571453114572
Histogramme luminosité 7	0.9617503664068903
Histogramme luminosité 8	0.21530998249616032
Histogramme luminosité 9	0.16040884870322664
Histogramme luminosité 10	0.21512892544535728
Histogramme luminosité 11	0.1207919125479316
Histogramme luminosité 12	0.27781030831436687
Histogramme luminosité 13	0.061520650227958426
Histogramme luminosité 14	0.05997326423300464
Histogramme luminosité 15	1.8346124628420246
