Feature	Importance
moyenne gris	0.1036317369667045
variance gris	0.06113787195763638
moyenne bleu	0.13984303933527617
variance bleu	0.057424736690512145
moyenne vert	0.08720368668886365
variance vert	0.04936765131999102
moyenne rouge	0.1002994532224515
variance rouge	0.06279653642504092
moyenne saturation	0.02900388405635025
variance saturation	0.009927473305304031
moyenne luminosité	0.021926168792388564
variance luminosité	0.03801534064358092
moyenne teinte	0.0076898026318451
variance teinte	0.007513662243759612
Histogramme bleu 0	0.0031197593226882613
Histogramme bleu 1	0.004839879807131188
Histogramme bleu 2	0.002567386989966259
Histogramme bleu 3	0.008942087425732775
Histogramme bleu 4	0.008637076597458025
Histogramme bleu 5	0.0007040419232418596
Histogramme bleu 6	0.004141778727048996
Histogramme bleu 7	0.004427388514031306
Histogramme bleu 8	0.0012795095521578143
Histogramme bleu 9	0.0016751214615470392
Histogramme bleu 10	0.0031424325524624748
Histogramme bleu 11	0.00017841197848658154
Histogramme bleu 12	0.01896995272676285
Histogramme bleu 13	0.010925399923651003
Histogramme bleu 14	0.017117800026477854
Histogramme bleu 15	0.006959153599881923
Histogramme teinte 0	0.008330485614706621
Histogramme teinte 1	0.00019597675198056424
Histogramme teinte 2	0.0063152772265149
Histogramme teinte 3	0.0019127495684362669
Histogramme teinte 4	0.002708468975240642
Histogramme teinte 5	0.008247956133034928
Histogramme teinte 6	0.002898675325508814
Histogramme teinte 7	0.005659735072722624
Histogramme teinte 8	0.003793680597685107
Histogramme teinte 9	0.016066948405868153
Histogramme teinte 10	0.038379526916566556
Histogramme teinte 11	6.565480389197721
Histogramme teinte 12	0.432433013025585
Histogramme teinte 13	0.8693372051317468
Histogramme teinte 14	0.20426550789044773
Histogramme teinte 15	2.0562584597552447
Histogramme vert 0	0.12985204065193812
Histogramme vert 1	1.2241211543218327
Histogramme vert 2	0.044933382081612724
Histogramme vert 3	2.05625845975556
Histogramme vert 4	0.12985204065183978
Histogramme vert 5	1.2241211543218666
Histogramme vert 6	0.04493338208182139
Histogramme vert 7	0.03796159711047413
Histogramme vert 8	0.06597455573003165
Histogramme vert 9	0.012159178249368473
Histogramme vert 10	0.11886452939187156
Histogramme vert 11	0.12314692458980468
Histogramme vert 12	0.13000498435513158
Histogramme vert 13	0.11784177884326028
Histogramme vert 14	0.42725459780716507
Histogramme vert 15	0.1182007353033857
Histogramme saturation 0	0.040198364870640546
Histogramme saturation 1	0.06052750924928867
Histogramme saturation 2	0.04663930283015907
Histogramme saturation 3	0.1883019027043794
Histogramme saturation 4	0.0045390135509291996
Histogramme saturation 5	0.0006619968721105866
Histogramme saturation 6	0.013661672780030082
Histogramme saturation 7	0.046152570610762875
Histogramme saturation 8	0.10955657711979246
Histogramme saturation 9	0.17338279344020713
Histogramme saturation 10	0.11542220588145598
Histogramme saturation 11	0.23501467798121373
Histogramme saturation 12	0.0020504259609779654
Histogramme saturation 13	0.002953949207014736
Histogramme saturation 14	0.004108930335223342
Histogramme saturation 15	0.10873962090313669
Histogramme rouge 0	0.027385074627837073
Histogramme rouge 1	0.1342481429215722
Histogramme rouge 2	0.024556609101260753
Histogramme rouge 3	0.00906550073616013
Histogramme rouge 4	0.006936543888318672
Histogramme rouge 5	0.005672642319881833
Histogramme rouge 6	5.495603971894525e-14
Histogramme rouge 7	4.529709940470639e-14
Histogramme rouge 8	8.382183835919932e-15
Histogramme rouge 9	5.1736392947532295e-14
Histogramme rouge 10	0.1906901392442562
Histogramme rouge 11	0.17794804719191204
Histogramme rouge 12	0.30072900420255455
Histogramme rouge 13	0.4431288637449595
Histogramme rouge 14	0.13889653396974574
Histogramme rouge 15	0.03046285407265236
Histogramme luminosité 0	0.09967626081178074
Histogramme luminosité 1	0.014811337595044305
Histogramme luminosité 2	0.13291653624114314
Histogramme luminosité 3	0.043413937012852524
Histogramme luminosité 4	0.004701554658584725
Histogramme luminosité 5	0.03086686805322321
Histogramme luminosité 6	0.005529451903386865
Histogramme luminosité 7	0.09107840689976704
Histogramme luminosité 8	0.015229021207531685
Histogramme luminosité 9	0.18113032100191737
Histogramme luminosité 10	0.06282211838525442
Histogramme luminosité 11	0.09198763140222949
Histogramme luminosité 12	0.021086912042829798
Histogramme luminosité 13	0.020622187259660748
Histogramme luminosité 14	0.022471545476116864
Histogramme luminosité 15	0.1868661728266024
